Contig	LCAStar	LCAStar_p	LCAStar_dist	LCAStar_WTD	Majority	Majority_p	Majority_dist	Majority_WTD	LCASquared	LCASquared_dist	LCASquared_WTD	Original
GEBA_SAG_AAA252_K18_31	unclassified Aminicenantes	0.007	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-F08	0.705	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_30	Bacteria	0.007	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-F08	0.306	2	-0.03125	Monera	5	-0.484375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_33	candidate division OP8 bacterium SCGC AAA252-K18	0.654	0	0	candidate division OP8 bacterium SCGC AAA252-K18	0.654	0	0	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_32	candidate division OP8 bacterium SCGC AAA252-F08	0.249	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-F08	0.249	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_L02_42	unclassified Aminicenantes	0.165	1	-0.015625	unclassified candidate division OP8	1.0	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_43	Not yet classified (Prokaryotae)	0.165	3	-0.109375	Photobacterium sp. AK15	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_40	Bacteria	0.249	4	-0.234375	unclassified candidate division OP8	0.654	1	-0.015625	Monera	5	-0.484375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_41	unclassified Aminicenantes	0.56	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02	1.0	0	0	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_46	unclassified Aminicenantes	0.306	1	-0.015625	unclassified candidate division OP8	0.56	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_47	unclassified Aminicenantes	0.306	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02	0.56	0	0	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_44	unclassified Aminicenantes	0.654	1	-0.015625	Cecembia lonarensis	1.0	11	-0.482421875	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_45	Bacteria	0.041	4	-0.234375	Desulfotomaculum hydrothermale	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_48	unclassified Aminicenantes	0.008	1	-0.015625	unclassified candidate division OP8	0.56	1	-0.015625	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_49	unclassified Aminicenantes	0.096	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-C08	1.0	2	-0.03125	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_60	Nitrospina gracilis	None	10	-0.48046875	Nitrospina gracilis	None	10	-0.48046875	Nitrospina gracilis	10	-0.48046875	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_61	unclassified Bacteria	0.56	3	-0.109375	unclassified Bacteria	0.56	3	-0.109375	Not yet classified (Prokaryotae)	3	-0.109375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_62	unclassified candidate division OP8	0.56	1	-0.015625	unclassified candidate division OP8	0.56	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_36	unclassified candidate division OP8	0.165	1	-0.015625	unclassified candidate division OP8	0.165	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_34	unclassified candidate division OP8	0.477	1	-0.015625	unclassified candidate division OP8	0.477	1	-0.015625	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_9	unclassified candidate division OP8	0.001	1	-0.015625	unclassified candidate division OP8	0.001	1	-0.015625	Monera	5	-0.484375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_8	unclassified candidate division OP8	0.014	1	-0.015625	unclassified candidate division OP8	0.014	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_5	unclassified candidate division OP8	0.56	1	-0.015625	unclassified candidate division OP8	0.56	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_4	Bacteria	0.004	4	-0.234375	unclassified candidate division OP8	1.0	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_7	unclassified candidate division OP8	0.0	1	-0.015625	unclassified candidate division OP8	0.0	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_6	unclassified candidate division OP8	0.306	1	-0.015625	unclassified candidate division OP8	0.306	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_1	unclassified candidate division OP8	0.0	1	-0.015625	unclassified candidate division OP8	0.0	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_0	unclassified Aminicenantes	0.0	1	-0.015625	unclassified candidate division OP8	0.001	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_3	unclassified candidate division OP8	0.013	1	-0.015625	unclassified candidate division OP8	0.013	1	-0.015625	Monera	5	-0.484375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_2	unclassified candidate division OP8	0.028	1	-0.015625	unclassified candidate division OP8	0.028	1	-0.015625	Monera	5	-0.484375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_31	unclassified Aminicenantes	0.047	1	-0.015625	unclassified candidate division OP8	0.165	1	-0.015625	Monera	5	-0.484375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_30	unclassified Aminicenantes	0.088	1	-0.015625	unclassified candidate division OP8	0.165	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_54	"Euryarchaeota" Woese et al. 1990	0.56	7	-0.859375	Methanobacterium formicicum	1.0	12	-0.98046875	Monera	5	-0.484375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_28	unclassified candidate division OP8	0.024	1	-0.015625	unclassified candidate division OP8	0.024	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_29	unclassified candidate division OP8	0.654	1	-0.015625	unclassified candidate division OP8	0.654	1	-0.015625	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_20	unclassified candidate division OP8	0.016	1	-0.015625	unclassified candidate division OP8	0.016	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_21	unclassified candidate division OP8	0.002	1	-0.015625	unclassified candidate division OP8	0.002	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_22	unclassified Aminicenantes	0.003	1	-0.015625	unclassified candidate division OP8	0.313	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_23	unclassified candidate division OP8	0.086	1	-0.015625	unclassified candidate division OP8	0.086	1	-0.015625	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_24	unclassified candidate division OP8	0.148	1	-0.015625	unclassified candidate division OP8	0.148	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_25	unclassified Aminicenantes	0.002	1	-0.015625	unclassified candidate division OP8	0.313	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_26	unclassified Aminicenantes	0.024	1	-0.015625	unclassified candidate division OP8	0.088	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_27	unclassified candidate division OP8	0.047	1	-0.015625	unclassified candidate division OP8	0.047	1	-0.015625	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_51	unclassified candidate division OP8	0.165	1	-0.015625	unclassified candidate division OP8	0.165	1	-0.015625	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_50	unclassified Aminicenantes	0.306	1	-0.015625	unclassified candidate division OP8	0.56	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_35	Bacillales	0.654	7	-0.453125	unclassified candidate division OP8	0.56	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_52	unclassified candidate division OP8	0.019	1	-0.015625	unclassified candidate division OP8	0.019	1	-0.015625	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_55	candidate division OP8 bacterium SCGC AAA252-L02	0.56	0	0	candidate division OP8 bacterium SCGC AAA252-L02	0.56	0	0	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_32	unclassified Aminicenantes	0.002	1	-0.015625	unclassified candidate division OP8	0.526	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_57	unclassified Aminicenantes	0.096	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02	1.0	0	0	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_56	unclassified candidate division OP8	None	1	-0.015625	unclassified candidate division OP8	None	1	-0.015625	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_59	unclassified candidate division OP8	None	1	-0.015625	unclassified candidate division OP8	None	1	-0.015625	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_58	candidate division OP8 bacterium SCGC AAA252-L02	0.096	0	0	candidate division OP8 bacterium SCGC AAA252-L02	0.096	0	0	Aminicenantes bacterium SCGC AAA252-L02	0	0	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_39	unclassified candidate division OP8	0.004	1	-0.015625	unclassified candidate division OP8	0.004	1	-0.015625	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_38	unclassified candidate division OP8	0.024	1	-0.015625	unclassified candidate division OP8	0.024	1	-0.015625	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_53	unclassified candidate division OP8	0.096	1	-0.015625	unclassified candidate division OP8	0.096	1	-0.015625	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_19	unclassified candidate division OP8	0.05	1	-0.015625	unclassified candidate division OP8	0.05	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_33	Bacteria	0.007	4	-0.234375	unclassified candidate division OP8	0.088	1	-0.015625	Monera	5	-0.484375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_37	unclassified candidate division OP8	0.165	1	-0.015625	unclassified candidate division OP8	0.165	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_18	unclassified candidate division OP8	0.002	1	-0.015625	unclassified candidate division OP8	0.002	1	-0.015625	Monera	5	-0.484375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_15	unclassified candidate division OP8	0.024	1	-0.015625	unclassified candidate division OP8	0.024	1	-0.015625	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_14	unclassified candidate division OP8	0.088	1	-0.015625	unclassified candidate division OP8	0.088	1	-0.015625	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_17	unclassified candidate division OP8	0.0	1	-0.015625	unclassified candidate division OP8	0.0	1	-0.015625	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_16	unclassified candidate division OP8	0.003	1	-0.015625	unclassified candidate division OP8	0.003	1	-0.015625	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_11	unclassified candidate division OP8	0.076	1	-0.015625	unclassified candidate division OP8	0.076	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_10	unclassified candidate division OP8	0.003	1	-0.015625	unclassified candidate division OP8	0.003	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_13	unclassified candidate division OP8	0.009	1	-0.015625	unclassified candidate division OP8	0.009	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L02_12	unclassified candidate division OP8	0.065	1	-0.015625	unclassified candidate division OP8	0.065	1	-0.015625	Monera	5	-0.484375	candidate division OP8 bacterium SCGC AAA252-L02
GEBA_SAG_AAA252_L05_10	unclassified candidate division KSB1	0.003	5	-0.203125	unclassified candidate division KSB1	0.003	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_36	Not yet classified (Prokaryotae)	0.013	3	-0.109375	unclassified candidate division KSB1	0.249	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_12	Not yet classified (Prokaryotae)	0.088	3	-0.109375	unclassified candidate division KSB1	0.306	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_35	Not yet classified (Prokaryotae)	0.024	3	-0.109375	unclassified candidate division KSB1	0.41	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_14	unclassified candidate division KSB1	0.125	5	-0.203125	unclassified candidate division KSB1	0.125	5	-0.203125	Monera	5	-0.484375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_15	candidate division KSB1 bacterium SCGC AAA252-L05	0.086	0	0	candidate division KSB1 bacterium SCGC AAA252-L05	0.086	0	0	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_30	Not yet classified (Prokaryotae)	0.165	3	-0.109375	unclassified candidate division KSB1	0.56	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_11	unclassified candidate division KSB1	0.013	5	-0.203125	unclassified candidate division KSB1	0.013	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_18	unclassified candidate division KSB1	0.003	5	-0.203125	unclassified candidate division KSB1	0.003	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_19	Not yet classified (Prokaryotae)	0.165	3	-0.109375	unclassified candidate division KSB1	0.306	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_70	unclassified candidate division KSB1	0.56	5	-0.203125	unclassified candidate division KSB1	0.56	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_34	Not yet classified (Prokaryotae)	0.088	3	-0.109375	candidate division KSB1 bacterium SCGC AAA252-L05	0.306	0	0	Monera	5	-0.484375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_38	Not yet classified (Prokaryotae)	0.088	3	-0.109375	unclassified candidate division KSB1	0.306	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_39	unclassified candidate division KSB1	0.56	5	-0.203125	unclassified candidate division KSB1	0.56	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_54	Not yet classified (Prokaryotae)	0.306	3	-0.109375	unclassified Bacteria	0.56	3	-0.109375	Monera	5	-0.484375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_55	unclassified candidate division KSB1	0.047	5	-0.203125	unclassified candidate division KSB1	0.047	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_56	unclassified candidate division KSB1	0.008	5	-0.203125	unclassified candidate division KSB1	0.008	5	-0.203125	unclassified candidate division KSB1	5	-0.203125	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_13	candidate division KSB1 bacterium SCGC AAA252-L05	0.41	0	0	candidate division KSB1 bacterium SCGC AAA252-L05	0.41	0	0	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_50	unclassified candidate division KSB1	0.024	5	-0.203125	unclassified candidate division KSB1	0.024	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_51	unclassified candidate division KSB1	0.41	5	-0.203125	unclassified candidate division KSB1	0.41	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_52	Not yet classified (Prokaryotae)	0.249	3	-0.109375	unclassified candidate division KSB1	0.654	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_53	Not yet classified (Prokaryotae)	0.024	3	-0.109375	unclassified candidate division KSB1	0.41	5	-0.203125	Monera	5	-0.484375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_32	unclassified candidate division KSB1	0.047	5	-0.203125	unclassified candidate division KSB1	0.047	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_58	unclassified candidate division KSB1	0.249	5	-0.203125	unclassified candidate division KSB1	0.249	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_59	unclassified Cloacimonetes	0.165	1	-0.015625	candidate division KSB1 bacterium SCGC AAA252-L05	0.56	0	0	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_33	Not yet classified (Prokaryotae)	0.56	3	-0.109375	unclassified candidate division KSB1	1.0	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_6	unclassified candidate division KSB1	0.086	5	-0.203125	unclassified candidate division KSB1	0.086	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_16	unclassified candidate division KSB1	0.013	5	-0.203125	unclassified candidate division KSB1	0.013	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_7	Not yet classified (Prokaryotae)	0.047	3	-0.109375	candidate division KSB1 bacterium SCGC AAA252-L05	0.654	0	0	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_31	unclassified candidate division KSB1	0.088	5	-0.203125	unclassified candidate division KSB1	0.088	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_61	candidate division KSB1 bacterium SCGC AAA252-L05	0.096	0	0	candidate division KSB1 bacterium SCGC AAA252-L05	0.096	0	0	Cloacimonetes bacterium SCGC AAA252-L05	0	0	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_69	unclassified candidate division KSB1	None	5	-0.203125	unclassified candidate division KSB1	None	5	-0.203125	unclassified candidate division KSB1	5	-0.203125	candidate division KSB1 bacterium SCGC AAA252-L05
GEBA_SAG_AAA252_L05_68	Not yet classified (Prokaryotae)	0.096	3	-0.109375	candidate division KSB1 bacterium SCGC AAA252-E13	1.0	2	-0.03125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA252-L05
